episode,n_steps,duration_s,team_total_reward,team_reward_per_step,agent_0_total,agent_1_total
0,500,0.301,0.0,0.0,0.0,0.0
1,500,0.254,0.0,0.0,0.0,0.0
2,500,0.261,1.0,0.002,1.0,0.0
3,500,0.34,0.0,0.0,0.0,0.0
4,500,0.29,1.0,0.002,1.0,0.0
