episode,n_steps,duration_s,team_total_reward,team_reward_per_step,agent_0_total,agent_1_total,agent_2_total,agent_3_total
1390,500,0.0,11.0,0.022,3.0,3.0,0.5,4.5
1391,500,0.0,8.5,0.017,0.5,2.0,0.5,5.5
1392,500,0.0,3.0,0.006,0.5,0.5,1.0,1.0
1393,500,0.0,13.0,0.026,2.0,7.5,1.5,2.0
1394,500,0.0,11.5,0.023,5.5,1.0,2.0,3.0
1395,500,0.0,5.5,0.011,1.0,3.0,0.5,1.0
1396,500,0.0,12.0,0.024,5.0,3.5,2.0,1.5
1397,500,0.0,9.0,0.018,2.0,1.0,2.5,3.5
1398,500,0.0,7.5,0.015,0.5,4.0,2.5,0.5
1399,500,0.0,17.0,0.034,1.5,3.5,7.0,5.0
1400,500,0.0,8.0,0.016,4.0,1.5,2.0,0.5
1401,500,0.0,6.0,0.012,1.5,1.0,0.5,3.0
1402,500,0.0,8.0,0.016,1.0,2.5,2.5,2.0
1403,500,0.0,16.5,0.033,4.0,3.0,6.0,3.5
1404,500,0.0,7.0,0.014,1.5,0.5,4.0,1.0
1405,500,0.0,8.5,0.017,1.0,0.5,4.5,2.5
1406,500,0.0,10.0,0.02,1.0,5.5,1.0,2.5
1407,500,0.0,4.0,0.008,1.5,1.5,0.5,0.5
1408,500,0.0,7.5,0.015,2.0,2.0,0.5,3.0
1409,500,0.0,12.0,0.024,3.5,3.5,1.0,4.0
1410,500,0.0,11.0,0.022,3.0,1.5,2.0,4.5
1411,500,0.0,12.0,0.024,0.5,2.0,7.0,2.5
1412,500,0.0,12.0,0.024,5.0,1.0,1.5,4.5
1413,500,0.0,8.5,0.017,2.0,3.0,1.5,2.0
1414,500,0.0,8.0,0.016,1.5,4.0,1.5,1.0
1415,500,0.0,10.0,0.02,1.0,2.5,4.5,2.0
1416,500,0.0,10.0,0.02,1.5,1.5,4.5,2.5
1417,500,0.0,13.0,0.026,4.0,5.0,1.0,3.0
1418,500,0.0,9.5,0.019,3.5,3.0,2.0,1.0
1419,500,0.0,11.0,0.022,2.0,4.0,0.5,4.5
1420,500,0.0,5.5,0.011,1.5,2.5,0.5,1.0
1421,500,0.0,10.0,0.02,2.0,4.5,3.0,0.5
1422,500,0.0,17.5,0.035,6.0,3.5,2.5,5.5
1423,500,0.0,9.5,0.019,3.0,2.0,0.5,4.0
1424,500,0.0,10.5,0.021,1.5,2.0,5.5,1.5
1425,500,0.0,15.0,0.03,5.5,3.0,5.0,1.5
1426,500,0.0,9.5,0.019,4.0,1.5,2.0,2.0
1427,500,0.0,5.0,0.01,1.0,2.0,0.5,1.5
1428,500,0.0,9.5,0.019,1.5,0.5,6.5,1.0
1429,500,0.0,10.5,0.021,2.5,4.0,1.0,3.0
1430,500,0.0,7.0,0.014,1.5,0.5,2.0,3.0
1431,500,0.0,11.0,0.022,2.5,2.0,6.0,0.5
1432,500,0.0,18.0,0.036,7.5,4.0,3.0,3.5
1433,500,0.0,6.5,0.013,1.5,2.5,1.5,1.0
1434,500,0.0,7.5,0.015,2.5,3.5,1.0,0.5
1435,500,0.0,8.0,0.016,4.5,1.0,2.0,0.5
1436,500,0.0,11.5,0.023,5.0,2.0,3.0,1.5
1437,500,0.0,8.5,0.017,0.5,5.5,1.0,1.5
1438,500,0.0,9.5,0.019,3.5,3.5,1.5,1.0
1439,500,0.0,11.5,0.023,2.0,1.5,3.0,5.0
1440,500,0.0,11.0,0.022,3.5,1.0,5.0,1.5
1441,500,0.0,12.0,0.024,5.0,3.5,2.0,1.5
1442,500,0.0,15.5,0.031,3.5,5.5,5.0,1.5
1443,500,0.0,12.0,0.024,3.5,3.0,3.5,2.0
1444,500,0.0,13.0,0.026,4.0,1.5,5.0,2.5
1445,500,0.0,13.0,0.026,2.0,4.0,3.0,4.0
1446,500,0.0,5.5,0.011,0.5,3.5,1.0,0.5
1447,500,0.0,8.5,0.017,0.5,2.5,5.0,0.5
1448,500,0.0,15.5,0.031,6.0,3.5,3.0,3.0
1449,500,0.0,5.0,0.01,0.5,0.5,0.5,3.5
1450,500,0.0,6.0,0.012,3.0,1.0,1.5,0.5
1451,500,0.0,6.5,0.013,1.0,2.5,1.5,1.5
1452,500,0.0,17.0,0.034,5.0,7.5,2.0,2.5
1453,500,0.0,7.5,0.015,0.5,3.5,2.5,1.0
1454,500,0.0,6.5,0.013,2.5,1.0,2.5,0.5
1455,500,0.0,6.5,0.013,1.5,2.0,1.5,1.5
1456,500,0.0,8.5,0.017,1.0,1.5,1.0,5.0
1457,500,0.0,6.0,0.012,2.0,1.0,2.0,1.0
1458,500,0.0,4.5,0.009,0.5,1.0,1.5,1.5
1459,500,0.0,6.0,0.012,2.5,1.0,2.0,0.5
1460,500,0.0,7.5,0.015,4.0,2.0,0.5,1.0
1461,500,0.0,9.0,0.018,5.0,1.5,0.5,2.0
1462,500,0.0,11.0,0.022,6.5,2.5,1.5,0.5
1463,500,0.0,12.0,0.024,1.5,4.0,1.5,5.0
1464,500,0.0,14.0,0.028,6.0,2.5,2.5,3.0
1465,500,0.0,9.5,0.019,3.5,2.0,1.0,3.0
1466,500,0.0,8.5,0.017,2.0,3.0,2.5,1.0
1467,500,0.0,12.5,0.025,1.0,4.5,2.5,4.5
1468,500,0.0,11.0,0.022,3.5,4.5,2.5,0.5
1469,500,0.0,7.0,0.014,2.5,3.0,0.5,1.0
1470,500,0.0,7.0,0.014,3.5,0.5,1.0,2.0
1471,500,0.0,8.5,0.017,5.0,1.5,1.5,0.5
1472,500,0.0,11.5,0.023,1.5,4.5,3.0,2.5
1473,500,0.0,7.0,0.014,1.5,2.5,0.5,2.5
1474,500,0.0,13.5,0.027,4.5,4.0,3.0,2.0
1475,500,0.0,9.5,0.019,0.5,1.0,2.0,6.0
1476,500,0.0,11.0,0.022,1.5,5.5,3.5,0.5
1477,500,0.0,11.0,0.022,3.0,4.5,1.5,2.0
1478,500,0.0,13.0,0.026,3.0,1.0,3.0,6.0
1479,500,0.0,10.0,0.02,3.0,1.0,4.5,1.5
1480,500,0.0,9.5,0.019,2.5,1.0,4.0,2.0
1481,500,0.0,9.0,0.018,4.5,0.5,2.0,2.0
1482,500,0.0,9.5,0.019,3.0,1.0,0.5,5.0
1483,500,0.0,6.0,0.012,1.5,1.0,1.0,2.5
1484,500,0.0,10.5,0.021,3.0,2.5,1.5,3.5
1485,500,0.0,7.0,0.014,2.5,1.0,3.0,0.5
1486,500,0.0,13.5,0.027,3.0,4.5,3.0,3.0
1487,500,0.0,15.5,0.031,3.0,4.0,7.5,1.0
1488,500,0.0,10.5,0.021,1.5,5.0,2.0,2.0
1489,500,0.0,6.5,0.013,0.5,1.5,3.5,1.0
1490,500,0.0,9.0,0.018,1.5,4.5,1.5,1.5
1491,500,0.0,7.5,0.015,0.5,1.0,3.5,2.5
1492,500,0.0,8.5,0.017,3.0,1.0,1.0,3.5
1493,500,0.0,7.0,0.014,2.5,0.5,1.5,2.5
1494,500,0.0,13.5,0.027,6.0,2.0,2.0,3.5
1495,500,0.0,7.0,0.014,1.5,3.5,1.5,0.5
1496,500,0.0,7.5,0.015,1.0,4.0,0.5,2.0
1497,500,0.0,10.5,0.021,3.0,0.5,6.0,1.0
1498,500,0.0,10.0,0.02,2.0,1.0,0.5,6.5
1499,500,0.0,8.0,0.016,3.0,0.5,1.5,3.0
1500,500,0.0,10.0,0.02,1.5,1.0,2.5,5.0
1501,500,0.0,12.5,0.025,0.5,2.0,7.0,3.0
1502,500,0.0,10.0,0.02,4.5,2.0,2.0,1.5
1503,500,0.0,14.0,0.028,3.5,3.0,3.5,4.0
1504,500,0.0,11.5,0.023,1.5,2.5,4.0,3.5
1505,500,0.0,6.5,0.013,2.0,2.5,1.5,0.5
1506,500,0.0,13.0,0.026,2.5,4.0,5.5,1.0
1507,500,0.0,13.5,0.027,4.5,1.5,4.0,3.5
1508,500,0.0,5.5,0.011,1.0,0.5,1.0,3.0
1509,500,0.0,10.0,0.02,1.0,3.0,2.5,3.5
1510,500,0.0,4.5,0.009,0.5,1.0,1.5,1.5
1511,500,0.0,9.0,0.018,1.0,2.0,4.5,1.5
1512,500,0.0,11.5,0.023,4.5,0.5,4.0,2.5
1513,500,0.0,8.5,0.017,4.0,1.5,0.5,2.5
1514,500,0.0,6.5,0.013,1.0,2.5,2.0,1.0
1515,500,0.0,12.0,0.024,3.0,1.0,2.5,5.5
1516,500,0.0,5.5,0.011,2.0,0.5,1.0,2.0
1517,500,0.0,9.5,0.019,1.0,1.0,6.5,1.0
1518,500,0.0,2.5,0.005,0.5,1.0,0.5,0.5
1519,500,0.0,10.5,0.021,4.5,1.5,2.0,2.5
1520,500,0.0,14.0,0.028,3.5,4.0,4.0,2.5
1521,500,0.0,7.0,0.014,0.5,3.0,1.0,2.5
1522,500,0.0,7.5,0.015,4.5,1.0,1.5,0.5
1523,500,0.0,9.5,0.019,1.0,3.0,3.0,2.5
1524,500,0.0,13.0,0.026,4.0,0.5,3.5,5.0
1525,500,0.0,13.5,0.027,6.5,1.5,1.5,4.0
1526,500,0.0,6.0,0.012,0.5,2.0,0.5,3.0
1527,500,0.0,13.5,0.027,4.0,4.5,4.5,0.5
1528,500,0.0,7.5,0.015,2.0,3.5,0.5,1.5
1529,500,0.0,10.0,0.02,2.5,4.0,1.0,2.5
1530,500,0.0,8.0,0.016,2.5,3.5,1.5,0.5
1531,500,0.0,10.5,0.021,1.0,2.0,4.5,3.0
1532,500,0.0,12.0,0.024,3.5,2.0,1.5,5.0
1533,500,0.0,10.0,0.02,1.5,2.0,4.5,2.0
1534,500,0.0,7.5,0.015,2.5,0.5,2.5,2.0
1535,500,0.0,5.5,0.011,2.5,0.5,1.5,1.0
1536,500,0.0,14.0,0.028,2.0,4.5,2.0,5.5
1537,500,0.0,4.5,0.009,1.0,1.5,0.5,1.5
1538,500,0.0,11.0,0.022,0.5,1.5,6.0,3.0
1539,500,0.0,16.5,0.033,7.5,4.0,3.0,2.0
1540,500,0.0,8.5,0.017,2.5,2.5,2.0,1.5
1541,500,0.0,8.5,0.017,3.5,2.0,2.0,1.0
1542,500,0.0,8.5,0.017,1.0,2.0,1.5,4.0
1543,500,0.0,14.0,0.028,3.0,6.0,3.5,1.5
1544,500,0.0,10.0,0.02,1.5,4.0,0.5,4.0
1545,500,0.0,9.5,0.019,1.0,2.5,5.0,1.0
1546,500,0.0,8.0,0.016,0.5,3.0,1.5,3.0
1547,500,0.0,14.0,0.028,2.5,2.0,4.0,5.5
1548,500,0.0,13.0,0.026,4.5,0.5,6.5,1.5
1549,500,0.0,13.0,0.026,3.5,2.5,3.0,4.0
1550,500,0.0,16.5,0.033,2.0,6.5,3.5,4.5
1551,500,0.0,14.5,0.029,5.0,3.5,5.5,0.5
1552,500,0.0,9.0,0.018,3.5,3.5,0.5,1.5
1553,500,0.0,17.0,0.034,5.5,1.0,5.5,5.0
1554,500,0.0,7.0,0.014,1.0,3.5,2.0,0.5
1555,500,0.0,7.5,0.015,0.5,2.5,0.5,4.0
1556,500,0.0,13.0,0.026,4.0,2.0,6.5,0.5
1557,500,0.0,16.5,0.033,3.0,4.5,2.5,6.5
1558,500,0.0,17.5,0.035,3.0,1.5,1.5,11.5
1559,500,0.0,7.0,0.014,0.5,1.0,4.0,1.5
1560,500,0.0,10.0,0.02,0.5,0.5,6.0,3.0
1561,500,0.0,13.0,0.026,5.5,2.0,3.5,2.0
1562,500,0.0,14.0,0.028,4.5,1.5,3.5,4.5
1563,500,0.0,11.0,0.022,1.5,3.5,1.5,4.5
1564,500,0.0,12.0,0.024,1.0,2.0,3.0,6.0
1565,500,0.0,15.0,0.03,2.0,6.0,4.0,3.0
1566,500,0.0,9.0,0.018,0.5,3.0,1.0,4.5
1567,500,0.0,3.5,0.007,0.5,1.5,1.0,0.5
1568,500,0.0,13.5,0.027,1.5,5.0,2.5,4.5
1569,500,0.0,7.0,0.014,1.5,3.5,1.5,0.5
1570,500,0.0,11.0,0.022,5.0,3.0,2.5,0.5
1571,500,0.0,14.0,0.028,0.5,4.5,1.5,7.5
1572,500,0.0,11.5,0.023,3.5,2.0,3.5,2.5
1573,500,0.0,7.5,0.015,3.0,2.0,0.5,2.0
1574,500,0.0,8.5,0.017,0.5,4.5,1.5,2.0
1575,500,0.0,16.5,0.033,4.0,5.5,2.5,4.5
1576,500,0.0,12.5,0.025,2.5,3.5,5.0,1.5
1577,500,0.0,11.0,0.022,5.0,3.0,2.0,1.0
1578,500,0.0,12.5,0.025,4.0,3.0,2.5,3.0
1579,500,0.0,11.0,0.022,4.0,1.0,3.5,2.5
1580,500,0.0,15.5,0.031,7.0,2.5,2.0,4.0
1581,500,0.0,9.5,0.019,3.5,1.0,1.0,4.0
1582,500,0.0,13.0,0.026,7.0,1.5,2.5,2.0
1583,500,0.0,15.0,0.03,5.5,4.0,0.5,5.0
1584,500,0.0,10.0,0.02,4.0,4.0,1.5,0.5
1585,500,0.0,7.0,0.014,2.5,1.5,2.5,0.5
1586,500,0.0,10.5,0.021,3.5,1.0,5.5,0.5
1587,500,0.0,8.0,0.016,0.5,1.5,4.0,2.0
1588,500,0.0,10.5,0.021,4.0,1.5,0.5,4.5
1589,500,0.0,12.5,0.025,7.5,1.0,1.0,3.0
1590,500,0.0,5.5,0.011,0.5,0.5,1.0,3.5
1591,500,0.0,12.0,0.024,4.5,4.0,2.0,1.5
1592,500,0.0,16.5,0.033,4.0,2.0,8.0,2.5
1593,500,0.0,8.0,0.016,2.5,1.5,2.5,1.5
1594,500,0.0,9.0,0.018,0.5,3.5,3.5,1.5
1595,500,0.0,10.5,0.021,4.5,1.5,3.0,1.5
1596,500,0.0,14.0,0.028,2.0,2.5,3.5,6.0
1597,500,0.0,6.0,0.012,1.5,0.5,1.5,2.5
1598,500,0.0,7.0,0.014,0.5,2.0,2.5,2.0
1599,500,0.0,7.0,0.014,0.5,3.0,2.5,1.0
1600,500,0.0,4.5,0.009,1.0,0.5,0.5,2.5
1601,500,0.0,7.0,0.014,2.0,0.5,0.5,4.0
1602,500,0.0,7.5,0.015,4.5,0.5,1.0,1.5
1603,500,0.0,9.0,0.018,1.5,2.5,4.0,1.0
1604,500,0.0,8.0,0.016,1.0,2.0,1.0,4.0
1605,500,0.0,5.0,0.01,2.5,0.5,1.0,1.0
1606,500,0.0,7.0,0.014,2.0,0.5,1.0,3.5
1607,500,0.0,12.5,0.025,3.5,0.5,5.0,3.5
1608,500,0.0,12.0,0.024,3.0,5.5,1.0,2.5
1609,500,0.0,10.0,0.02,3.0,3.0,1.5,2.5
1610,500,0.0,10.0,0.02,3.0,0.5,4.0,2.5
1611,500,0.0,9.5,0.019,1.5,1.5,0.5,6.0
1612,500,0.0,13.0,0.026,4.0,2.0,2.5,4.5
1613,500,0.0,14.5,0.029,6.5,3.0,4.5,0.5
1614,500,0.0,5.5,0.011,0.5,3.5,0.5,1.0
1615,500,0.0,11.0,0.022,3.5,4.5,1.0,2.0
1616,500,0.0,5.5,0.011,2.0,0.5,2.0,1.0
1617,500,0.0,7.0,0.014,4.5,0.5,0.5,1.5
1618,500,0.0,8.0,0.016,1.5,5.0,0.5,1.0
1619,500,0.0,11.5,0.023,2.5,2.0,2.5,4.5
1620,500,0.0,21.5,0.043,7.0,2.5,6.0,6.0
1621,500,0.0,5.0,0.01,3.0,0.5,1.0,0.5
1622,500,0.0,13.0,0.026,0.5,3.0,6.5,3.0
1623,500,0.0,11.5,0.023,6.0,3.0,1.5,1.0
1624,500,0.0,10.0,0.02,2.5,2.5,3.0,2.0
1625,500,0.0,2.5,0.005,1.0,0.5,0.5,0.5
1626,500,0.0,4.5,0.009,2.0,1.0,1.0,0.5
1627,500,0.0,5.0,0.01,0.5,1.5,1.5,1.5
1628,500,0.0,9.5,0.019,0.5,1.0,2.5,5.5
1629,500,0.0,6.0,0.012,0.5,4.0,1.0,0.5
1630,500,0.0,5.5,0.011,2.5,0.5,1.5,1.0
1631,500,0.0,6.0,0.012,0.5,3.5,1.5,0.5
1632,500,0.0,10.0,0.02,4.5,1.0,3.5,1.0
1633,500,0.0,7.0,0.014,1.0,0.5,2.5,3.0
1634,500,0.0,11.0,0.022,5.0,3.0,2.5,0.5
1635,500,0.0,9.0,0.018,0.5,3.0,3.0,2.5
1636,500,0.0,14.0,0.028,3.0,5.5,3.5,2.0
1637,500,0.0,9.0,0.018,0.5,1.5,3.0,4.0
1638,500,0.0,8.5,0.017,4.0,1.0,2.0,1.5
1639,500,0.0,7.5,0.015,3.0,1.0,1.5,2.0
1640,500,0.0,9.0,0.018,0.5,2.0,4.5,2.0
1641,500,0.0,6.5,0.013,1.5,1.0,3.5,0.5
1642,500,0.0,12.5,0.025,3.0,1.5,6.5,1.5
1643,500,0.0,5.5,0.011,1.0,1.0,0.5,3.0
1644,500,0.0,13.5,0.027,5.0,1.0,1.5,6.0
1645,500,0.0,12.5,0.025,2.0,5.0,2.5,3.0
1646,500,0.0,11.0,0.022,4.0,1.5,5.0,0.5
1647,500,0.0,10.0,0.02,3.0,1.5,3.5,2.0
1648,500,0.0,10.5,0.021,2.0,6.0,1.0,1.5
1649,500,0.0,9.0,0.018,2.0,1.5,4.0,1.5
1650,500,0.0,6.5,0.013,1.5,2.0,0.5,2.5
1651,500,0.0,18.0,0.036,3.5,3.5,2.5,8.5
1652,500,0.0,9.0,0.018,1.0,3.0,3.0,2.0
1653,500,0.0,12.0,0.024,2.0,0.5,6.0,3.5
1654,500,0.0,6.0,0.012,1.0,3.5,1.0,0.5
1655,500,0.0,7.5,0.015,1.0,0.5,3.0,3.0
1656,500,0.0,13.5,0.027,6.5,1.5,2.0,3.5
1657,500,0.0,11.5,0.023,6.5,0.5,3.5,1.0
1658,500,0.0,6.5,0.013,1.5,3.0,0.5,1.5
1659,500,0.0,10.5,0.021,1.5,2.5,5.5,1.0
1660,500,0.0,13.0,0.026,5.0,0.5,5.5,2.0
1661,500,0.0,7.0,0.014,1.5,3.0,0.5,2.0
1662,500,0.0,6.0,0.012,2.0,0.5,3.0,0.5
1663,500,0.0,4.5,0.009,2.5,1.0,0.5,0.5
1664,500,0.0,13.0,0.026,5.5,1.0,3.0,3.5
1665,500,0.0,5.5,0.011,1.5,0.5,1.5,2.0
1666,500,0.0,6.0,0.012,2.0,0.5,2.5,1.0
1667,500,0.0,12.0,0.024,3.5,1.0,4.0,3.5
1668,500,0.0,10.5,0.021,2.5,1.5,0.5,6.0
1669,500,0.0,11.0,0.022,2.0,1.5,4.5,3.0
1670,500,0.0,11.5,0.023,2.5,3.5,3.0,2.5
1671,500,0.0,11.5,0.023,1.5,4.5,3.5,2.0
1672,500,0.0,5.5,0.011,0.5,0.5,2.5,2.0
1673,500,0.0,10.5,0.021,3.5,2.0,1.5,3.5
1674,500,0.0,9.0,0.018,2.0,3.5,1.0,2.5
1675,500,0.0,11.0,0.022,1.0,2.0,4.0,4.0
1676,500,0.0,6.0,0.012,2.5,2.5,0.5,0.5
1677,500,0.0,11.5,0.023,2.5,2.5,4.0,2.5
1678,500,0.0,10.5,0.021,3.0,3.5,2.0,2.0
1679,500,0.0,11.0,0.022,3.5,5.0,0.5,2.0
1680,500,0.0,10.5,0.021,2.0,0.5,1.5,6.5
1681,500,0.0,9.5,0.019,2.0,3.0,2.5,2.0
1682,500,0.0,7.0,0.014,1.5,1.0,1.5,3.0
1683,500,0.0,13.0,0.026,7.0,3.0,1.0,2.0
1684,500,0.0,9.5,0.019,4.0,2.5,2.0,1.0
1685,500,0.0,10.5,0.021,2.5,3.5,2.5,2.0
1686,500,0.0,11.0,0.022,1.5,1.5,5.5,2.5
1687,500,0.0,15.0,0.03,2.5,5.5,2.0,5.0
1688,500,0.0,5.5,0.011,1.0,3.0,1.0,0.5
1689,500,0.0,8.0,0.016,2.0,2.0,2.5,1.5
1690,500,0.0,10.5,0.021,5.5,1.0,2.5,1.5
1691,500,0.0,6.0,0.012,3.0,1.5,1.0,0.5
1692,500,0.0,6.0,0.012,0.5,2.5,2.0,1.0
1693,500,0.0,7.5,0.015,1.0,1.5,3.5,1.5
1694,500,0.0,14.0,0.028,4.5,5.0,4.0,0.5
1695,500,0.0,11.0,0.022,4.0,2.0,1.5,3.5
1696,500,0.0,9.0,0.018,2.5,3.5,2.5,0.5
1697,500,0.0,12.0,0.024,2.0,5.5,3.5,1.0
1698,500,0.0,8.5,0.017,1.0,2.0,1.5,4.0
1699,500,0.0,8.5,0.017,2.5,1.0,3.0,2.0
1700,500,0.0,9.0,0.018,3.0,3.0,0.5,2.5
1701,500,0.0,9.0,0.018,1.0,2.5,3.0,2.5
1702,500,0.0,5.5,0.011,1.5,0.5,2.0,1.5
1703,500,0.0,7.5,0.015,1.5,3.0,1.0,2.0
1704,500,0.0,16.0,0.032,3.5,3.0,6.5,3.0
1705,500,0.0,11.5,0.023,3.0,2.0,5.5,1.0
1706,500,0.0,8.0,0.016,3.5,0.5,1.5,2.5
1707,500,0.0,10.5,0.021,2.5,2.5,2.5,3.0
1708,500,0.0,5.0,0.01,0.5,0.5,3.0,1.0
1709,500,0.0,12.0,0.024,4.5,1.5,4.0,2.0
1710,500,0.0,8.0,0.016,2.0,1.0,4.5,0.5
1711,500,0.0,9.5,0.019,1.5,4.5,1.5,2.0
1712,500,0.0,15.5,0.031,3.5,8.5,2.0,1.5
1713,500,0.0,14.0,0.028,4.0,2.0,5.0,3.0
1714,500,0.0,7.5,0.015,2.0,0.5,2.0,3.0
1715,500,0.0,10.0,0.02,3.0,2.5,2.0,2.5
1716,500,0.0,7.0,0.014,1.0,3.5,1.5,1.0
1717,500,0.0,8.5,0.017,3.0,1.5,0.5,3.5
1718,500,0.0,10.0,0.02,3.5,3.5,0.5,2.5
1719,500,0.0,10.0,0.02,0.5,4.0,4.0,1.5
1720,500,0.0,8.0,0.016,0.5,0.5,5.0,2.0
1721,500,0.0,9.5,0.019,1.5,2.5,3.0,2.5
1722,500,0.0,9.0,0.018,2.5,3.0,3.0,0.5
1723,500,0.0,12.5,0.025,1.0,2.5,4.0,5.0
1724,500,0.0,9.5,0.019,2.5,2.0,2.5,2.5
1725,500,0.0,7.0,0.014,1.0,3.0,1.5,1.5
1726,500,0.0,9.5,0.019,1.0,4.5,1.5,2.5
1727,500,0.0,4.0,0.008,1.5,0.5,1.5,0.5
1728,500,0.0,8.5,0.017,2.0,0.5,2.0,4.0
1729,500,0.0,6.0,0.012,2.0,1.0,2.0,1.0
1730,500,0.0,6.5,0.013,0.5,1.0,4.0,1.0
1731,500,0.0,6.5,0.013,1.5,1.0,2.0,2.0
1732,500,0.0,17.0,0.034,1.5,7.0,5.0,3.5
1733,500,0.0,4.0,0.008,1.0,1.0,1.0,1.0
1734,500,0.0,8.0,0.016,1.5,3.5,2.5,0.5
1735,500,0.0,6.5,0.013,3.0,1.5,1.5,0.5
1736,500,0.0,12.5,0.025,2.0,2.5,6.0,2.0
1737,500,0.0,8.0,0.016,1.0,1.5,4.5,1.0
1738,500,0.0,9.0,0.018,2.0,3.0,2.5,1.5
1739,500,0.0,16.0,0.032,7.0,0.5,3.0,5.5
1740,500,0.0,14.5,0.029,2.0,6.0,3.0,3.5
1741,500,0.0,13.0,0.026,2.0,4.5,4.0,2.5
1742,500,0.0,8.5,0.017,3.0,0.5,2.0,3.0
1743,500,0.0,6.0,0.012,0.5,3.0,2.0,0.5
1744,500,0.0,9.5,0.019,4.5,2.5,2.0,0.5
1745,500,0.0,12.5,0.025,2.0,2.0,6.0,2.5
1746,500,0.0,7.5,0.015,1.5,2.0,3.0,1.0
1747,500,0.0,5.0,0.01,1.5,1.5,0.5,1.5
1748,500,0.0,6.0,0.012,2.5,1.0,1.0,1.5
1749,500,0.0,15.0,0.03,2.5,5.0,2.0,5.5
1750,500,0.0,12.5,0.025,2.5,3.5,3.5,3.0
1751,500,0.0,9.5,0.019,5.5,0.5,1.0,2.5
1752,500,0.0,18.5,0.037,7.0,1.5,4.0,6.0
1753,500,0.0,15.5,0.031,1.5,4.0,9.5,0.5
1754,500,0.0,9.5,0.019,3.0,5.0,0.5,1.0
1755,500,0.0,6.5,0.013,0.5,1.0,0.5,4.5
1756,500,0.0,8.5,0.017,2.0,2.0,1.0,3.5
1757,500,0.0,12.5,0.025,3.5,0.5,4.0,4.5
1758,500,0.0,12.5,0.025,5.0,1.0,4.0,2.5
1759,500,0.0,12.0,0.024,1.0,7.0,3.0,1.0
1760,500,0.0,8.5,0.017,2.0,1.0,1.5,4.0
1761,500,0.0,14.0,0.028,1.5,7.0,2.0,3.5
1762,500,0.0,16.0,0.032,5.0,3.0,2.5,5.5
1763,500,0.0,7.5,0.015,1.0,3.0,1.0,2.5
1764,500,0.0,12.0,0.024,5.5,3.0,1.0,2.5
1765,500,0.0,10.0,0.02,1.0,2.5,3.0,3.5
1766,500,0.0,7.0,0.014,0.5,4.5,1.0,1.0
1767,500,0.0,13.0,0.026,5.5,1.0,1.5,5.0
1768,500,0.0,11.0,0.022,3.0,1.0,2.0,5.0
1769,500,0.0,10.0,0.02,5.5,0.5,3.0,1.0
1770,500,0.0,12.5,0.025,1.5,6.5,2.5,2.0
1771,500,0.0,13.0,0.026,3.0,5.0,1.0,4.0
1772,500,0.0,14.0,0.028,4.0,0.5,5.5,4.0
1773,500,0.0,11.0,0.022,5.0,1.5,2.5,2.0
1774,500,0.0,4.5,0.009,0.5,0.5,2.0,1.5
1775,500,0.0,7.0,0.014,2.5,1.5,2.5,0.5
1776,500,0.0,5.5,0.011,0.5,1.0,3.0,1.0
1777,500,0.0,4.5,0.009,1.5,0.5,2.0,0.5
1778,500,0.0,13.5,0.027,3.5,2.5,2.5,5.0
1779,500,0.0,9.0,0.018,4.5,1.0,2.5,1.0
1780,500,0.0,3.5,0.007,1.5,0.5,1.0,0.5
1781,500,0.0,8.5,0.017,1.5,1.0,2.5,3.5
1782,500,0.0,10.5,0.021,2.5,5.5,1.0,1.5
1783,500,0.0,12.5,0.025,5.0,1.5,4.5,1.5
1784,500,0.0,11.5,0.023,1.0,2.0,5.5,3.0
1785,500,0.0,9.0,0.018,2.0,3.0,2.0,2.0
1786,500,0.0,9.0,0.018,0.5,0.5,0.5,7.5
1787,500,0.0,10.5,0.021,1.5,0.5,4.0,4.5
1788,500,0.0,9.0,0.018,0.5,2.5,1.0,5.0
1789,500,0.0,16.5,0.033,5.0,4.5,5.0,2.0
1790,500,0.0,14.0,0.028,3.5,3.0,2.5,5.0
1791,500,0.0,19.5,0.039,4.5,7.5,4.0,3.5
1792,500,0.0,5.0,0.01,0.5,1.5,1.0,2.0
1793,500,0.0,4.5,0.009,1.5,0.5,2.0,0.5
1794,500,0.0,6.5,0.013,3.5,1.0,1.5,0.5
1795,500,0.0,12.5,0.025,4.5,2.0,1.5,4.5
1796,500,0.0,11.0,0.022,2.0,2.5,3.5,3.0
1797,500,0.0,8.5,0.017,3.5,2.5,0.5,2.0
1798,500,0.0,7.5,0.015,0.5,0.5,1.5,5.0
1799,500,0.0,11.0,0.022,2.5,4.5,3.0,1.0
1800,500,0.0,14.5,0.029,5.5,3.5,3.5,2.0
1801,500,0.0,5.0,0.01,2.5,1.0,1.0,0.5
1802,500,0.0,5.5,0.011,3.0,0.5,1.5,0.5
1803,500,0.0,9.5,0.019,6.0,1.0,0.5,2.0
1804,500,0.0,11.0,0.022,0.5,2.0,4.5,4.0
1805,500,0.0,7.0,0.014,0.5,2.5,2.5,1.5
1806,500,0.0,6.5,0.013,0.5,3.0,2.0,1.0
1807,500,0.0,5.5,0.011,1.5,1.5,2.0,0.5
1808,500,0.0,16.5,0.033,3.5,3.5,8.5,1.0
1809,500,0.0,7.5,0.015,0.5,5.5,0.5,1.0
1810,500,0.0,7.5,0.015,1.5,1.5,2.0,2.5
1811,500,0.0,4.0,0.008,1.0,0.5,1.0,1.5
