episode,n_steps,duration_s,team_total_reward,team_reward_per_step,agent_0_total,agent_1_total,agent_2_total,agent_3_total
1781,500,0.0,-0.655,-0.00131,-0.07,-0.115,-0.145,-0.325
1782,500,0.0,-1.485,-0.00297,-0.36,-0.355,-0.55,-0.22
1783,500,0.0,-1.85,-0.0037,-0.93,-0.145,-0.34,-0.435
1784,500,0.0,-0.645,-0.00129,-0.18,-0.235,-0.1,-0.13
1785,500,0.0,-9.195,-0.01839,-1.75,-2.09,-2.36,-2.995
1786,500,0.0,-1.02,-0.00204,-0.205,-0.665,-0.015,-0.135
1787,500,0.0,-0.445,-0.00089,-0.085,-0.12,-0.11,-0.13
1788,500,0.0,-0.84,-0.00168,-0.135,-0.035,-0.095,-0.575
1789,500,0.0,-4.42,-0.00884,-0.755,-2.22,-0.225,-1.22
1790,500,0.0,-4.645,-0.00929,-1.46,-0.52,0.09,-2.755
1791,500,0.0,-1.7,-0.0034,-0.03,-0.14,-0.16,-1.37
1792,500,0.0,-0.79,-0.00158,-0.25,-0.085,-0.59,0.135
1793,500,0.0,-2.55,-0.0051,-2.185,0.03,-0.31,-0.085
1794,500,0.0,-0.42,-0.00084,-0.01,-0.19,-0.145,-0.075
1795,500,0.0,-0.835,-0.00167,-0.17,-0.095,-0.39,-0.18
1796,500,0.0,-0.855,-0.00171,-0.275,-0.025,-0.325,-0.23
1797,500,0.0,-0.15,-0.0003,-0.18,0.08,0.03,-0.08
1798,500,0.0,-3.925,-0.00785,-0.1,-0.17,-2.18,-1.475
1799,500,0.0,-0.975,-0.00195,-0.145,1.135,-0.925,-1.04
1800,500,0.0,-1.21,-0.00242,-0.25,-0.395,-0.25,-0.315
1801,500,0.0,-4.03,-0.00806,-1.56,-1.96,-1.93,1.42
1802,500,0.0,-3.33,-0.00666,-0.065,-1.255,-1.67,-0.34
1803,500,0.0,-0.5,-0.001,-0.185,-0.22,-0.125,0.03
1804,500,0.0,-4.4,-0.0088,-3.55,-0.035,-0.13,-0.685
1805,500,0.0,7.075,0.01415,2.64,-0.53,-0.28,5.245
1806,500,0.0,-0.635,-0.00127,-0.095,-0.13,-0.17,-0.24
1807,500,0.0,-4.385,-0.00877,0.005,-2.26,-1.625,-0.505
1808,500,0.0,-0.57,-0.00114,-0.17,-0.115,-0.155,-0.13
1809,500,0.0,-2.18,-0.00436,-0.55,-0.47,-0.61,-0.55
1810,500,0.0,-0.22,-0.00044,0.06,-0.165,0.015,-0.13
1811,500,0.0,-1.03,-0.00206,-0.365,-0.215,-0.29,-0.16
1812,500,0.0,-1.015,-0.00203,-0.225,-0.23,-0.28,-0.28
1813,500,0.0,-0.69,-0.00138,0.03,-0.115,-0.26,-0.345
1814,500,0.0,-0.115,-0.00023,0.085,-0.13,-0.015,-0.055
1815,500,0.0,0.87,0.00174,-0.29,-0.42,-0.305,1.885
1816,500,0.0,-1.565,-0.00313,0.095,-1.11,-0.33,-0.22
1817,500,0.0,-0.905,-0.00181,-0.285,-0.1,-0.315,-0.205
1818,500,0.0,-1.34,-0.00268,0.07,-0.5,-0.425,-0.485
1819,500,0.0,-2.95,-0.0059,-1.745,-0.165,1.46,-2.5
1820,500,0.0,-3.935,-0.00787,0.06,-2.025,0.045,-2.015
1821,500,0.0,-1.205,-0.00241,-0.515,-0.105,-0.315,-0.27
1822,500,0.0,-1.185,-0.00237,-0.225,-0.355,-0.29,-0.315
1823,500,0.0,-7.56,-0.01512,-0.04,-5.015,-2.385,-0.12
1824,500,0.0,-1.195,-0.00239,-0.33,-0.275,-0.33,-0.26
1825,500,0.0,1.24,0.00248,-0.635,-0.13,-0.415,2.42
1826,500,0.0,-3.44,-0.00688,0.02,-2.17,-1.145,-0.145
1827,500,0.0,-1.655,-0.00331,-0.265,-1.005,-0.3,-0.085
1828,500,0.0,-0.395,-0.00079,-0.035,-0.12,-0.235,-0.005
1829,500,0.0,-3.06,-0.00612,-0.22,-0.04,-1.725,-1.075
1830,500,0.0,-6.22,-0.01244,2.465,-1.62,-2.25,-4.815
1831,500,0.0,-1.245,-0.00249,-0.15,-0.48,-0.65,0.035
1832,500,0.0,-3.625,-0.00725,-2.39,-1.645,0.68,-0.27
1833,500,0.0,-1.53,-0.00306,-0.44,-0.42,-0.45,-0.22
1834,500,0.0,-0.96,-0.00192,-0.235,-0.33,-0.085,-0.31
1835,500,0.0,-0.79,-0.00158,-0.285,-0.02,-0.265,-0.22
1836,500,0.0,-6.79,-0.01358,-0.115,-3.495,-0.09,-3.09
1837,500,0.0,0.09,0.00018,-0.185,0.705,-0.025,-0.405
1838,500,0.0,-0.595,-0.00119,-0.025,-0.115,-0.215,-0.24
1839,500,0.0,-1.13,-0.00226,-0.385,-0.42,0.005,-0.33
1840,500,0.0,-2.695,-0.00539,-0.54,-0.69,-0.72,-0.745
1841,500,0.0,-0.69,-0.00138,-0.165,0.02,-0.305,-0.24
1842,500,0.0,-1.265,-0.00253,-0.9,-0.86,-0.365,0.86
1843,500,0.0,-2.24,-0.00448,-1.74,-0.06,-0.25,-0.19
1844,500,0.0,-3.625,-0.00725,-0.74,-1.19,0.015,-1.71
1845,500,0.0,-0.84,-0.00168,-0.24,-0.235,-0.25,-0.115
1846,500,0.0,-1.545,-0.00309,0.04,-0.505,-0.74,-0.34
1847,500,0.0,-1.895,-0.00379,-0.2,-0.195,-0.32,-1.18
1848,500,0.0,-3.135,-0.00627,-0.56,-0.74,-0.265,-1.57
1849,500,0.0,-1.505,-0.00301,-0.43,-0.24,-0.41,-0.425
1850,500,0.0,-9.355,-0.01871,-3.145,-1.445,-2.175,-2.59
1851,500,0.0,-1.19,-0.00238,-0.365,-0.23,-0.43,-0.165
1852,500,0.0,-0.91,-0.00182,-0.02,-0.255,-0.32,-0.315
1853,500,0.0,-3.245,-0.00649,-0.355,-2.41,-0.205,-0.275
1854,500,0.0,-1.48,-0.00296,-0.565,-0.47,-0.465,0.02
1855,500,0.0,-1.28,-0.00256,-0.45,-0.34,-0.26,-0.23
1856,500,0.0,-0.81,-0.00162,-0.01,-0.4,-0.135,-0.265
1857,500,0.0,-1.545,-0.00309,-0.43,-0.355,-0.34,-0.42
1858,500,0.0,-6.76,-0.01352,-1.49,-0.31,-2.93,-2.03
1859,500,0.0,-4.68,-0.00936,-1.655,-0.22,-0.325,-2.48
1860,500,0.0,-0.88,-0.00176,-0.21,-0.335,-0.305,-0.03
1861,500,0.0,-1.735,-0.00347,-0.16,-1.0,-0.2,-0.375
1862,500,0.0,-0.99,-0.00198,-0.38,-0.27,-0.15,-0.19
1863,500,0.0,-0.56,-0.00112,-0.9,-0.055,-2.13,2.525
1864,500,0.0,-1.985,-0.00397,-0.095,-1.835,0.005,-0.06
1865,500,0.0,-5.38,-0.01076,-0.12,-0.4,-1.175,-3.685
1866,500,0.0,-0.925,-0.00185,-0.325,-0.33,-0.385,0.115
1867,500,0.0,0.95,0.0019,-0.515,-0.745,-0.435,2.645
1868,500,0.0,-1.545,-0.00309,-0.4,-0.285,-0.45,-0.41
1869,500,0.0,-3.72,-0.00744,-0.325,-1.36,-1.74,-0.295
1870,500,0.0,-3.345,-0.00669,-0.37,-0.145,-0.875,-1.955
1871,500,0.0,-0.915,-0.00183,-0.295,-0.18,-0.14,-0.3
1872,500,0.0,-0.55,-0.0011,-0.19,-0.17,-0.015,-0.175
1873,500,0.0,-1.72,-0.00344,-0.625,-0.335,-0.36,-0.4
1874,500,0.0,-1.765,-0.00353,-0.305,-0.62,-0.44,-0.4
1875,500,0.0,-2.795,-0.00559,-1.27,-0.75,-0.41,-0.365
1876,500,0.0,-3.235,-0.00647,-2.42,-0.53,-0.125,-0.16
1877,500,0.0,-4.85,-0.0097,-0.14,-1.03,-1.85,-1.83
1878,500,0.0,-1.46,-0.00292,-0.24,-0.44,-0.065,-0.715
1879,500,0.0,-2.39,-0.00478,-0.54,-0.965,-0.28,-0.605
1880,500,0.0,1.235,0.00247,-0.205,-0.135,1.505,0.07
1881,500,0.0,-0.925,-0.00185,-0.28,-0.335,-0.235,-0.075
1882,500,0.0,-5.3,-0.0106,-0.77,-2.695,-1.095,-0.74
1883,500,0.0,-1.28,-0.00256,-0.38,-0.285,-0.355,-0.26
1884,500,0.0,-1.805,-0.00361,-0.345,-0.38,-0.51,-0.57
1885,500,0.0,2.12,0.00424,-0.05,-0.275,2.635,-0.19
1886,500,0.0,-0.635,-0.00127,-0.215,-0.06,-0.145,-0.215
1887,500,0.0,-2.625,-0.00525,-0.435,-0.365,-0.515,-1.31
1888,500,0.0,-1.765,-0.00353,-0.07,-0.555,-0.925,-0.215
1889,500,0.0,-1.24,-0.00248,-0.1,-0.41,-0.395,-0.335
1890,500,0.0,-1.25,-0.0025,-0.41,-0.515,-0.38,0.055
1891,500,0.0,-1.48,-0.00296,-0.615,-0.235,-0.385,-0.245
1892,500,0.0,-1.33,-0.00266,-0.435,-0.485,-0.47,0.06
1893,500,0.0,-0.99,-0.00198,-0.07,-0.33,-0.275,-0.315
1894,500,0.0,-2.1,-0.0042,-1.08,-0.445,-0.3,-0.275
1895,500,0.0,-0.535,-0.00107,-0.21,0.05,-0.21,-0.165
1896,500,0.0,-3.16,-0.00632,-0.21,-0.515,-1.245,-1.19
1897,500,0.0,-1.995,-0.00399,-0.175,-1.145,-0.32,-0.355
1898,500,0.0,-3.145,-0.00629,-1.085,-2.77,1.095,-0.385
1899,500,0.0,-0.95,-0.0019,-0.335,-0.17,-0.22,-0.225
1900,500,0.0,-1.53,-0.00306,-0.435,-0.375,-0.53,-0.19
1901,500,0.0,-2.15,-0.0043,-0.29,-0.835,-0.375,-0.65
1902,500,0.0,-1.425,-0.00285,-0.525,-0.43,-0.235,-0.235
1903,500,0.0,-1.54,-0.00308,-0.46,-0.34,-0.405,-0.335
1904,500,0.0,-4.87,-0.00974,-1.045,-2.225,-1.175,-0.425
1905,500,0.0,-4.475,-0.00895,-0.225,-1.38,-1.08,-1.79
1906,500,0.0,-5.265,-0.01053,-3.37,-0.215,-1.215,-0.465
1907,500,0.0,-2.915,-0.00583,-0.945,-0.52,-0.655,-0.795
1908,500,0.0,-2.195,-0.00439,-0.715,-0.41,-0.495,-0.575
1909,500,0.0,-2.08,-0.00416,-0.395,-0.635,-0.52,-0.53
1910,500,0.0,-2.33,-0.00466,-0.96,-0.51,-0.29,-0.57
1911,500,0.0,-3.645,-0.00729,-2.2,-0.5,-0.44,-0.505
1912,500,0.0,-3.69,-0.00738,-2.495,-0.32,-0.275,-0.6
1913,500,0.0,-3.68,-0.00736,-0.785,-1.16,-0.465,-1.27
1914,500,0.0,-3.03,-0.00606,-0.295,-0.35,-1.905,-0.48
1915,500,0.0,-1.65,-0.0033,-0.495,-0.13,-0.515,-0.51
1916,500,0.0,-2.03,-0.00406,-0.415,-1.105,-0.18,-0.33
1917,500,0.0,-1.845,-0.00369,-0.435,-0.545,-0.4,-0.465
1918,500,0.0,-6.71,-0.01342,-3.525,-1.885,-0.035,-1.265
1919,500,0.0,-1.465,-0.00293,-0.42,-0.365,-0.33,-0.35
1920,500,0.0,-4.855,-0.00971,-1.055,-2.48,-1.025,-0.295
1921,500,0.0,-1.435,-0.00287,-0.34,-0.345,-0.48,-0.27
1922,500,0.0,-1.15,-0.0023,-0.32,-0.275,-0.25,-0.305
1923,500,0.0,-3.405,-0.00681,-1.17,-1.59,-0.22,-0.425
1924,500,0.0,-2.635,-0.00527,-0.315,-0.765,-0.405,-1.15
1925,500,0.0,-1.325,-0.00265,-0.235,-0.495,-0.475,-0.12
1926,500,0.0,-0.925,-0.00185,-0.06,-0.29,-0.255,-0.32
1927,500,0.0,-5.04,-0.01008,-0.32,-2.71,-1.6,-0.41
1928,500,0.0,-8.885,-0.01777,-0.95,-0.1,-3.945,-3.89
1929,500,0.0,-0.895,-0.00179,-0.115,-0.275,-0.345,-0.16
1930,500,0.0,-1.045,-0.00209,-0.315,-0.29,-0.205,-0.235
1931,500,0.0,-3.675,-0.00735,-0.155,-0.77,-0.115,-2.635
1932,500,0.0,0.76,0.00152,-0.17,-0.345,2.235,-0.96
1933,500,0.0,-1.685,-0.00337,-0.31,-0.21,-0.48,-0.685
1934,500,0.0,-3.465,-0.00693,2.075,-2.32,-0.295,-2.925
1935,500,0.0,-2.16,-0.00432,-0.275,-0.39,-1.105,-0.39
1936,500,0.0,-1.605,-0.00321,-0.345,-0.43,-0.42,-0.41
1937,500,0.0,-1.885,-0.00377,-0.54,-0.3,-0.565,-0.48
1938,500,0.0,-1.625,-0.00325,-0.52,-0.345,-0.335,-0.425
1939,500,0.0,-6.01,-0.01202,-0.745,-3.005,-1.275,-0.985
1940,500,0.0,-2.345,-0.00469,-0.445,-0.49,-0.98,-0.43
1941,500,0.0,-1.895,-0.00379,-0.58,-0.465,-0.48,-0.37
1942,500,0.0,-3.055,-0.00611,-1.535,-0.515,-0.54,-0.465
1943,500,0.0,-1.94,-0.00388,-0.62,-0.34,-0.45,-0.53
1944,500,0.0,-1.505,-0.00301,-0.455,-0.14,-0.355,-0.555
1945,500,0.0,-1.41,-0.00282,-0.535,-0.11,-0.485,-0.28
1946,500,0.0,-1.58,-0.00316,-0.36,-0.42,-0.43,-0.37
1947,500,0.0,-3.14,-0.00628,-0.64,-1.58,-0.555,-0.365
1948,500,0.0,-2.44,-0.00488,-1.015,-0.71,-0.215,-0.5
1949,500,0.0,-1.335,-0.00267,-0.5,-0.225,-0.475,-0.135
1950,500,0.0,-1.625,-0.00325,-0.29,-0.11,-0.6,-0.625
1951,500,0.0,-2.33,-0.00466,-3.57,1.905,-0.3,-0.365
1952,500,0.0,-2.615,-0.00523,-0.39,-0.25,-1.625,-0.35
1953,500,0.0,-1.85,-0.0037,-0.1,-0.645,-0.49,-0.615
1954,500,0.0,-3.54,-0.00708,-1.915,-0.535,-0.58,-0.51
1955,500,0.0,-3.5,-0.007,-0.345,-2.01,-1.155,0.01
1956,500,0.0,-1.46,-0.00292,-0.025,-0.72,-0.565,-0.15
1957,500,0.0,-1.745,-0.00349,-0.085,-0.89,-0.4,-0.37
1958,500,0.0,-5.485,-0.01097,-1.815,-0.345,-0.82,-2.505
1959,500,0.0,-10.83,-0.02166,-2.09,-2.095,-3.86,-2.785
1960,500,0.0,1.075,0.00215,-0.4,2.87,-0.535,-0.86
1961,500,0.0,-0.95,-0.0019,-0.495,-0.21,-0.255,0.01
1962,500,0.0,-1.885,-0.00377,-0.305,-0.67,-0.795,-0.115
1963,500,0.0,-4.79,-0.00958,-2.77,1.915,-3.585,-0.35
1964,500,0.0,-1.645,-0.00329,-0.595,-0.49,-0.24,-0.32
1965,500,0.0,-2.0,-0.004,-0.335,-0.97,-0.39,-0.305
1966,500,0.0,-5.64,-0.01128,-1.15,-2.31,-0.95,-1.23
1967,500,0.0,-5.935,-0.01187,-0.48,-1.24,-4.16,-0.055
1968,500,0.0,-0.735,-0.00147,-0.115,-0.13,-0.275,-0.215
1969,500,0.0,-1.815,-0.00363,-0.13,-0.4,-0.395,-0.89
1970,500,0.0,-1.92,-0.00384,-0.54,-0.455,-0.325,-0.6
1971,500,0.0,-2.045,-0.00409,-0.43,-0.295,-1.185,-0.135
1972,500,0.0,-0.775,-0.00155,-0.32,0.035,-0.07,-0.42
1973,500,0.0,-1.27,-0.00254,-0.34,-0.35,-0.27,-0.31
1974,500,0.0,-1.325,-0.00265,-0.285,-0.255,-0.42,-0.365
1975,500,0.0,1.535,0.00307,-0.275,-0.47,2.645,-0.365
1976,500,0.0,-5.115,-0.01023,-2.775,-2.23,-0.085,-0.025
1977,500,0.0,-2.62,-0.00524,-0.47,-0.055,-0.395,-1.7
1978,500,0.0,-0.9,-0.0018,-0.13,-0.2,-0.27,-0.3
1979,500,0.0,-0.64,-0.00128,0.09,-0.345,-0.155,-0.23
1980,500,0.0,0.71,0.00142,-0.235,-0.285,-0.35,1.58
1981,500,0.0,-1.12,-0.00224,-0.105,-0.51,-0.18,-0.325
1982,500,0.0,-3.15,-0.0063,-0.17,-1.885,-0.795,-0.3
1983,500,0.0,-4.235,-0.00847,-2.055,-0.275,-1.525,-0.38
1984,500,0.0,-1.815,-0.00363,-0.185,-0.605,-0.86,-0.165
1985,500,0.0,-3.905,-0.00781,-1.23,-0.3,-0.185,-2.19
1986,500,0.0,-0.8,-0.0016,-0.35,-0.235,-0.155,-0.06
1987,500,0.0,-1.615,-0.00323,-0.82,-0.28,-0.285,-0.23
1988,500,0.0,2.375,0.00475,-0.16,2.8,-0.21,-0.055
1989,500,0.0,-2.195,-0.00439,-0.275,-0.36,-1.26,-0.3
1990,500,0.0,-4.405,-0.00881,-0.27,-1.295,-2.505,-0.335
1991,500,0.0,-1.395,-0.00279,-0.055,-0.685,-0.14,-0.515
1992,500,0.0,-10.475,-0.02095,-0.31,-5.85,-4.055,-0.26
1993,500,0.0,-0.56,-0.00112,-0.105,-0.25,-0.08,-0.125
1994,500,0.0,-1.09,-0.00218,-0.35,-0.355,-0.225,-0.16
1995,500,0.0,-1.205,-0.00241,-1.105,2.36,-1.915,-0.545
1996,500,0.0,-1.535,-0.00307,-0.28,1.855,-1.215,-1.895
1997,500,0.0,-0.975,-0.00195,-0.235,-0.285,-0.045,-0.41
1998,500,0.0,-0.965,-0.00193,-0.01,-0.275,-0.42,-0.26
1999,500,0.0,-4.465,-0.00893,-1.84,-2.01,-0.32,-0.295
2000,500,0.0,-1.45,-0.0029,-0.415,-0.365,-0.28,-0.39
2001,500,0.0,-1.08,-0.00216,-0.18,-0.445,-0.255,-0.2
2002,500,0.0,-2.55,-0.0051,-0.15,-1.07,-0.605,-0.725
2003,500,0.0,-3.69,-0.00738,-0.23,-0.835,-2.575,-0.05
2004,500,0.0,-0.555,-0.00111,-0.12,-0.155,-0.075,-0.205
2005,500,0.0,-1.82,-0.00364,-0.7,-0.81,-0.175,-0.135
2006,500,0.0,-2.115,-0.00423,-0.11,-1.575,-0.165,-0.265
2007,500,0.0,-1.48,-0.00296,-0.265,-0.745,-0.275,-0.195
2008,500,0.0,-0.975,-0.00195,-0.255,-0.315,-0.22,-0.185
2009,500,0.0,-2.745,-0.00549,-0.585,-0.955,-0.77,-0.435
2010,500,0.0,-1.405,-0.00281,-0.3,-0.275,-0.43,-0.4
2011,500,0.0,-2.45,-0.0049,-0.135,-1.85,-0.125,-0.34
2012,500,0.0,-1.235,-0.00247,-0.15,-0.32,-0.505,-0.26
2013,500,0.0,-2.7,-0.0054,-0.2,-0.235,-1.915,-0.35
2014,500,0.0,-6.16,-0.01232,-2.88,-1.21,-1.97,-0.1
2015,500,0.0,-0.45,-0.0009,-0.04,0.005,-0.19,-0.225
2016,500,0.0,-4.695,-0.00939,-2.23,-0.17,-0.255,-2.04
2017,500,0.0,-1.55,-0.0031,-0.17,-0.58,-0.31,-0.49
2018,500,0.0,-1.36,-0.00272,-1.635,-0.33,-0.27,0.875
2019,500,0.0,-0.92,-0.00184,-0.38,-0.15,-0.375,-0.015
2020,500,0.0,-2.63,-0.00526,-0.08,-0.175,-0.885,-1.49
2021,500,0.0,-1.605,-0.00321,-0.275,-0.25,-0.64,-0.44
2022,500,0.0,-1.745,-0.00349,-0.38,-0.18,-0.975,-0.21
2023,500,0.0,-2.54,-0.00508,-0.415,0.12,-1.705,-0.54
2024,500,0.0,-0.305,-0.00061,-0.43,-0.585,-0.355,1.065
2025,500,0.0,-1.265,-0.00253,-0.1,-0.245,-0.24,-0.68
2026,500,0.0,-3.935,-0.00787,-0.23,-1.775,-1.94,0.01
2027,500,0.0,-0.87,-0.00174,0.02,-0.325,-0.475,-0.09
2028,500,0.0,-3.835,-0.00767,-0.805,-0.41,-0.645,-1.975
2029,500,0.0,-6.825,-0.01365,-0.21,-2.035,-0.24,-4.34
2030,500,0.0,-0.955,-0.00191,-0.24,-0.125,-0.34,-0.25
2031,500,0.0,1.08,0.00216,2.03,-0.3,-0.295,-0.355
2032,500,0.0,-2.875,-0.00575,-0.32,-1.065,-1.47,-0.02
2033,500,0.0,-6.54,-0.01308,-5.025,-0.12,-1.14,-0.255
2034,500,0.0,-8.565,-0.01713,-3.73,-0.16,-4.54,-0.135
2035,500,0.0,-1.405,-0.00281,-0.365,-0.205,-0.415,-0.42
2036,500,0.0,-0.435,-0.00087,-1.415,-0.395,2.425,-1.05
2037,500,0.0,-1.315,-0.00263,-0.325,-0.37,-0.4,-0.22
2038,500,0.0,-2.49,-0.00498,-0.165,-1.755,-0.415,-0.155
2039,500,0.0,-1.44,-0.00288,-0.15,-0.51,-0.385,-0.395
2040,500,0.0,-3.175,-0.00635,-0.275,-2.465,-0.185,-0.25
2041,500,0.0,-1.265,-0.00253,-0.21,-0.74,-0.26,-0.055
2042,500,0.0,0.02,4e-05,2.505,-0.375,-1.105,-1.005
2043,500,0.0,-1.645,-0.00329,-0.185,-0.35,-0.355,-0.755
2044,500,0.0,-2.635,-0.00527,-0.12,-1.64,-0.44,-0.435
2045,500,0.0,-3.155,-0.00631,-0.745,-1.205,-0.41,-0.795
2046,500,0.0,1.78,0.00356,-0.19,-0.24,-0.355,2.565
2047,500,0.0,-2.195,-0.00439,-0.99,-0.165,-0.09,-0.95
2048,500,0.0,-1.855,-0.00371,-1.24,-1.44,0.94,-0.115
2049,500,0.0,-2.67,-0.00534,-0.425,-1.13,0.015,-1.13
2050,500,0.0,-6.2,-0.0124,-2.66,-0.435,-0.36,-2.745
2051,500,0.0,-3.005,-0.00601,-0.33,-0.31,-0.24,-2.125
2052,500,0.0,-1.14,-0.00228,-0.325,-0.235,-0.31,-0.27
2053,500,0.0,-3.905,-0.00781,-0.225,-0.225,-1.25,-2.205
2054,500,0.0,-2.55,-0.0051,-1.415,-0.34,-0.63,-0.165
2055,500,0.0,-3.295,-0.00659,-0.23,-2.41,-0.34,-0.315
2056,500,0.0,-1.03,-0.00206,-0.225,-0.21,-0.235,-0.36
2057,500,0.0,-0.27,-0.00054,1.64,-0.715,-0.26,-0.935
2058,500,0.0,-1.42,-0.00284,-0.185,-0.475,-0.35,-0.41
2059,500,0.0,-3.125,-0.00625,-0.18,-0.41,-1.275,-1.26
2060,500,0.0,-1.665,-0.00333,-0.38,-0.485,-0.335,-0.465
2061,500,0.0,1.545,0.00309,-0.365,-0.355,2.52,-0.255
2062,500,0.0,0.92,0.00184,-0.345,2.495,-0.825,-0.405
2063,500,0.0,-7.41,-0.01482,-1.565,-1.69,-1.775,-2.38
2064,500,0.0,-4.245,-0.00849,-2.435,-0.44,-0.43,-0.94
2065,500,0.0,-5.88,-0.01176,-2.65,-1.645,-1.83,0.245
2066,500,0.0,4.1,0.0082,2.53,-0.52,2.495,-0.405
2067,500,0.0,-2.81,-0.00562,-0.625,-1.285,-0.43,-0.47
2068,500,0.0,-1.61,-0.00322,-0.285,-0.475,-0.415,-0.435
2069,500,0.0,-8.61,-0.01722,-2.94,-0.365,-1.28,-4.025
2070,500,0.0,-4.07,-0.00814,-2.66,-0.62,-2.98,2.19
2071,500,0.0,-2.445,-0.00489,-0.845,-0.43,-0.605,-0.565
2072,500,0.0,-2.07,-0.00414,-0.445,-0.355,-0.56,-0.71
2073,500,0.0,-5.065,-0.01013,-0.37,-3.295,-1.045,-0.355
2074,500,0.0,-2.125,-0.00425,-0.425,-0.595,-0.495,-0.61
2075,500,0.0,-4.825,-0.00965,-0.575,-1.035,-1.58,-1.635
2076,500,0.0,-5.965,-0.01193,-0.425,-2.68,-1.67,-1.19
2077,500,0.0,-2.205,-0.00441,-0.365,-1.1,-0.365,-0.375
2078,500,0.0,-5.13,-0.01026,-1.345,-0.555,-1.895,-1.335
2079,500,0.0,-2.16,-0.00432,-0.485,-0.555,-0.655,-0.465
2080,500,0.0,-1.46,-0.00292,-0.355,-0.26,-0.455,-0.39
2081,500,0.0,-1.595,-0.00319,-0.355,-0.425,-0.435,-0.38
2082,500,0.0,-1.88,-0.00376,-0.305,-0.62,-0.585,-0.37
2083,500,0.0,-1.545,-0.00309,-0.33,-0.335,-0.43,-0.45
2084,500,0.0,0.56,0.00112,2.445,-0.4,-1.17,-0.315
2085,500,0.0,-0.965,-0.00193,-0.335,-0.25,-0.22,-0.16
2086,500,0.0,-1.095,-0.00219,-0.35,-0.34,-0.245,-0.16
2087,500,0.0,-2.105,-0.00421,-0.545,-0.305,-0.82,-0.435
2088,500,0.0,-4.575,-0.00915,-0.795,-0.29,-0.46,-3.03
2089,500,0.0,-1.37,-0.00274,-0.455,-0.355,-0.295,-0.265
2090,500,0.0,-4.765,-0.00953,-0.38,-2.25,-0.145,-1.99
2091,500,0.0,-1.405,-0.00281,-0.33,-0.27,-0.545,-0.26
2092,500,0.0,-1.245,-0.00249,-0.485,-0.32,-0.055,-0.385
2093,500,0.0,-6.63,-0.01326,-1.435,-1.42,-1.455,-2.32
2094,500,0.0,-0.81,-0.00162,-0.265,-0.305,-0.16,-0.08
2095,500,0.0,-1.085,-0.00217,-0.28,-0.23,-0.45,-0.125
2096,500,0.0,-0.86,-0.00172,-1.06,-0.365,-1.45,2.015
2097,500,0.0,0.145,0.00029,0.945,-0.225,-0.42,-0.155
2098,500,0.0,0.03,6e-05,2.5,-0.135,-1.01,-1.325
2099,500,0.0,-4.51,-0.00902,-0.405,-1.215,-2.18,-0.71
2100,500,0.0,-0.995,-0.00199,-0.34,-0.305,-0.205,-0.145
2101,500,0.0,-3.705,-0.00741,-2.185,-0.42,-0.13,-0.97
2102,500,0.0,-1.12,-0.00224,-0.305,0.465,-0.275,-1.005
2103,500,0.0,-0.96,-0.00192,-0.105,-0.28,-0.305,-0.27
2104,500,0.0,0.495,0.00099,-0.19,-0.34,2.235,-1.21
2105,500,0.0,-0.945,-0.00189,-0.305,-0.41,-0.085,-0.145
2106,500,0.0,-4.1,-0.0082,-0.64,-1.665,-0.235,-1.56
2107,500,0.0,-5.68,-0.01136,-0.265,-0.22,-2.4,-2.795
2108,500,0.0,1.225,0.00245,-0.41,2.14,-0.225,-0.28
2109,500,0.0,-3.32,-0.00664,-1.05,-1.12,-0.5,-0.65
2110,500,0.0,1.445,0.00289,-0.325,-0.315,-0.295,2.38
2111,500,0.0,-1.62,-0.00324,-0.185,-0.54,-0.48,-0.415
2112,500,0.0,-3.44,-0.00688,-0.24,-0.235,-2.685,-0.28
2113,500,0.0,-2.215,-0.00443,-0.415,-0.425,-0.34,-1.035
2114,500,0.0,-0.41,-0.00082,-1.615,1.84,-0.395,-0.24
2115,500,0.0,-1.57,-0.00314,-0.335,-0.255,-0.16,-0.82
2116,500,0.0,-1.86,-0.00372,-1.39,-0.19,-0.12,-0.16
2117,500,0.0,-3.065,-0.00613,-1.395,-0.13,-0.23,-1.31
2118,500,0.0,4.4,0.0088,2.57,2.62,-0.435,-0.355
2119,500,0.0,0.245,0.00049,1.885,-0.155,-0.985,-0.5
2120,500,0.0,-3.12,-0.00624,-0.44,-0.545,-0.64,-1.495
2121,500,0.0,-1.095,-0.00219,-0.645,-0.235,-0.135,-0.08
2122,500,0.0,-5.05,-0.0101,-0.185,-1.565,-3.03,-0.27
2123,500,0.0,1.31,0.00262,2.4,-0.2,-0.47,-0.42
2124,500,0.0,-0.78,-0.00156,-0.105,-0.205,-0.255,-0.215
2125,500,0.0,-2.135,-0.00427,-0.37,-0.295,-0.995,-0.475
2126,500,0.0,-1.385,-0.00277,-0.85,-0.225,-0.12,-0.19
2127,500,0.0,-1.005,-0.00201,-0.2,-0.3,-0.235,-0.27
2128,500,0.0,-2.11,-0.00422,-0.8,-0.065,-0.31,-0.935
2129,500,0.0,-8.62,-0.01724,-0.775,-2.845,-2.38,-2.62
2130,500,0.0,-1.18,-0.00236,-0.22,-0.54,-0.2,-0.22
2131,500,0.0,-1.91,-0.00382,-0.43,-0.47,-0.63,-0.38
2132,500,0.0,-5.21,-0.01042,-1.09,-0.765,-3.09,-0.265
